Judul,Tanggal,Penulis,Isi,Link Lengkap
Apa Itu Omicron? Ciri-ciri dan Jumlah Kasus Terkini di Indonesia,,"['Alexander Haryanto', 'Https', 'Www.Facebook.Com Tirtoid']",Apa Itu Omicron? Ciri-ciri dan Jumlah Kasus Terkini di Indonesia,https://tirto.id/apa-itu-omicron-ciri-ciri-dan-jumlah-kasus-terkini-di-indonesia-gnGa
Tujuh Tokoh Seni Rupa Indonesia: Affandi hingga Popo Iskandar,,"['Chyntia Dyah Rahmadhani', 'Https', 'Www.Facebook.Com Tirtoid']","Ada sejumlah tokoh seniman seni rupa dalam negeri dengan karya yang luar biasa, diantaranya Abdullah Suriosubroto, Affandi Koesoma, hingga Popo Iskandar",https://tirto.id/tujuh-tokoh-seni-rupa-indonesia-affandi-hingga-popo-iskandar-gnDJ
Harga Antam Turun Rp2.000 & Koleksi Perhiasan di Pegadaian Hari Ini,,"['Yonada Nancy', 'Https', 'Www.Facebook.Com Tirtoid']","Harga emas Antam 24 karat di Pegadaian menjadi Rp967.000 per gram, sementara emas UBS naik tipis menjadi Rp939.000 per gram, Sabtu (15/1/2022).",https://tirto.id/harga-antam-turun-rp2000-koleksi-perhiasan-di-pegadaian-hari-ini-gnHp
Update Hari Per Gram Emas Perhiasan Semar 15 Januari 2022,,"['Yantina Debora', 'Https', 'Www.Facebook.Com Tirtoid']",Update harga satu gram harga emas perhiasan Semar Nusantara 15 Januari 2022 untuk emas kuning dan putih.,https://tirto.id/update-hari-per-gram-emas-perhiasan-semar-15-januari-2022-gnGs
Syarat Beasiswa LPDP S1-D4: Jenis dan Info Jadwal 2022,,"['Abdul Hadi', 'Https', 'Www.Facebook.Com Tirtoid']","Tinggi Permukaan Air Pompa Pasar Ikan Capai 198 cm Status Siaga 3, Per 15 Januari 2022 Pukul 07:00 WIB",https://tirto.id/syarat-beasiswa-lpdp-s1-d4-jenis-dan-info-jadwal-2022-gnDt
"Mengenal Self Harm, Gangguan Melukai Diri Sendiri dan Penyebabnya",,"['Abdul Hadi', 'Https', 'Www.Facebook.Com Tirtoid']",Tindakan melukai diri sendiri atau self-harm dilakukan untuk mendapatkan rasa sakit fisik demi mengalihkan beban emosi atau sakit hati. Apa penyebabnya?,https://tirto.id/mengenal-self-harm-gangguan-melukai-diri-sendiri-dan-penyebabnya-gnGh
Dentsu Indonesia Umumkan CEO Baru dan Promosikan Dua Pimpinan,,"['Yandri Daniel Damaledo', 'Https', 'Www.Facebook.Com Tirtoid']","Prakash Kamdar dilantik sebagai CEO Dentsu Indonesia, memperluas perannya yang saat ini juga menjabat sebagai CEO dentsu Singapura.",https://tirto.id/dentsu-indonesia-umumkan-ceo-baru-dan-promosikan-dua-pimpinan-gnGd
Harga Emas Antam Turun Rp2.000 di Logam Mulia 14 Januari 2022,,"['Versatile Holiday Lado', 'Https', 'Www.Facebook.Com Tirtoid']","Harga emas hari ini, Jumat (14/1/2022) turun Rp2.000 menjadi Rp939.000 per gram dalam penjualan di Logam Mulia.",https://tirto.id/harga-emas-antam-turun-rp2000-di-logam-mulia-14-januari-2022-gnFi
Harga Antam-UBS Naik Tipis & Perhiasan di Pegadaian Hari Ini,,"['Yonada Nancy', 'Https', 'Www.Facebook.Com Tirtoid']","Harga emas batangan Antam naik Rp1.000 menjadi Rp978.000 dan emas UBS naik sebesar Rp2.000 menjadi Rp938.000 per gram, hari ini (14/1/2022).",https://tirto.id/harga-antam-ubs-naik-tipis-perhiasan-di-pegadaian-hari-ini-gnEU
Alasan Kemenhub Belum Putuskan Kenaikan Tarif KRL,,"['Https', 'Www.Facebook.Com Tirtoid']",Kemenhub melalui Direktorat Jenderal Perkeretaapian hingga saat ini belum memutuskan kenaikan tarif kereta rel listrik (KRL).,https://tirto.id/alasan-kemenhub-belum-putuskan-kenaikan-tarif-krl-gnEl
Presiden Jokowi Resmikan Holding BUMN Pariwisata InJourney,,"['Andrian Pratama Taher', 'Https', 'Www.Facebook.Com Tirtoid']","Presiden Jokowi meresmikan upaya penyatuan (holding) perusahaan BUMN yang bergerak di sektor pariwisata bernama InJourney di Nusa Tenggara Barat (NTB), Kamis (13/1/2022).

Dalam sambutan, Jokowi menegaskan peran pariwisata sangat penting bagi devisa Indonesia. Ia mengatakan, pendapatan Indonesia dari sektor pariwisata mencapai 10 miliar dolar AS dan bisa menyediakan 13 juta lapangan kerja sebelum pandemi. Kini, sektor ini terdampak parah akibat pandemi COVID-19.

""Oleh sebab itu, kondisi seperti ini (pandemi COVID-19) harus kita hadapi dan kita tidak boleh patah arang, dan kita harus memanfaatkan ini sebagai titik balik untuk melakukan sebuah lompatan. Momentum untuk melakukan penataan, momentum untuk melakukan transformasi, membangun sebuah ekosistem yang lebih kuat dan tangguh,"" kata Jokowi, Kamis (13/1/2022).

Jokowi menilai banyak unit usaha pariwisata yang bisa dikelola holding. Ia mencontohkan mulai penerbangan, pengelolaan airport, jumlah hotel yang mencapai 120 hotel hingga destinasi wisata seperti Nusa Dua, Mandalika, Likupang, Borobudur, dan Taman Mini. Hal tersebut belum termasuk soal kerajinan tangan.

""Ini kalau di-holding-kan akan menjadi sebuah kekuatan yang besar dan saya yakin, insyaallah Pak Dirut Pak Dony, dengan pengalaman yang panjang di bidang ini mampu melakukan itu,"" kata Jokowi.

Jokowi menegaskan, holding BUMN pariwisata adalah sebuah keharusan. Ia beralasan, tidak sedikit perusahaan BUMN bergerak secara sendiri-sendiri. Padahal BUMN-BUMN hingga anak usaha dan cucu usaha bisa bergerak optimal jika disatukan.

""Yang kita lihat yang lalu-lalu, BUMN-BUMN beserta anak dan cucunya ini berjalan sendiri-sendiri, tidak terkonsolidasi, sehingga menjadi lemah, lemah, lemah, lemah,"" kata Jokowi.

""Kalau ini nanti kita konsolidasikan dan holding, ini akan menjadi sebuah kekuatan besar. Karena kecil, kecil, kecil, tadi berjalan sendiri tidak terintegrasi, tidak terhubung satu sama yang lain karena memang sudah jalan sendiri-sendiri,” tambahnya.

Presiden mengingatkan agar pembentukan holding BUMN Pariwisata bernama InJourney ini harus menjadikan holding BUMN pariwisata bergerak lebih gesit, lincah, dan profesional. Ia menilai, hal tersebut merupakan kunci dari manajemen tata kelola yang lebih efisien dan sederhana.",https://tirto.id/presiden-jokowi-resmikan-holding-bumn-pariwisata-injourney-gnEj
Daftar Pinjol Resmi OJK 2022 Beserta Data Aplikasi & Website Resmi,,"['Addi M Idhom', 'Https', 'Www.Facebook.Com Tirtoid']",Daftar pinjol resmi OJK 2022 beserta alamat website resmi data jenis aplikasinya bisa dicermati dalam artikel berikut ini.,https://tirto.id/daftar-pinjol-resmi-ojk-2022-beserta-data-aplikasi-website-resmi-gnD6
Daftar Harga 1 Gram Emas Perhiasan Semar Saat Ini 13 Januari 2022,,"['Yantina Debora', 'Https', 'Www.Facebook.Com Tirtoid']",Harga jual 1 gram emas perhiasan Semar Nusantara 13 Januari 2022 dan koleksi terbaru perhiasan di toke emas Semar.,https://tirto.id/daftar-harga-1-gram-emas-perhiasan-semar-saat-ini-13-januari-2022-gnDD
Harga Emas 24 Karat Naik di Logam Mulia 13 Januari 2022,,"['Versatile Holiday Lado', 'Https', 'Www.Facebook.Com Tirtoid']",Data terbaru harga emas 24 karat tercatat naik Rp1.000 menjadi Rp941.000 per gram dalam penjualan 13 Januari 2022.,https://tirto.id/harga-emas-24-karat-naik-di-logam-mulia-13-januari-2022-gnCK
IHSG Hari Ini Dibuka Menguat Seiring Indeks Saham Wall Street,,"['Https', 'Www.Facebook.Com Tirtoid']","Indeks Harga Saham Gabungan (IHSG) Bursa Efek Indonesia (BEI) pada Kamis pagi bergerak menguat mengikuti kenaikan indeks saham di Wall Street, AS.

IHSG dibuka menguat 12,91 poin atau 0,19 persen ke posisi 6.659,97. Sementara kelompok 45 saham unggulan atau indeks LQ45 naik 3,43 poin atau 0,36 persen ke posisi 947,36.

""IHSG diperkirakan uji

6.615 pada perdagangan Kamis ini meski memperoleh arahan positif dari mayoritas indeks global pada perdagangan Rabu kemarin,"" kata Kepala Riset Phintraco Sekuritas Valdy Kurniawan dalam kajiannya di Jakarta, Kamis (13/1/2022).

Aksi jual selektif pada sejumlah saham yang menguat signifikan selama pandemi COVID-19 (2020-2021) diperkirakan kembali membayangi IHSG pada hari ini.



Salah satu faktor pemicu aksi jual tersebut adalah kenaikan imbal hasil atau yield obligasi Pemerintah Indonesia seiring kenaikan harian kasus baru COVID-19 di Tanah Air dan antisipasi akselerasi pengetatan kebijakan moneter The Fed pada 2022.

Sejalan dengan kenaikan yield tersebut, nilai tukar rupiah berfluktuasi dalam rentang Rp14.265 per dolar AS hingga Rp14.390 per dolar AS pada awal 2022 (1-12 Januari 2022).

Pelaku pasar mengharapkan kondisi surplus Neraca Perdagangan Indonesia (NPI) pada Desember 2021 untuk meredam fluktuasi nilai tukar rupiah.

Meski demikian, pasar modal Indonesia masih mencatatkan arus modal masuk atau capital inflow sebesar Rp4 triliun pada periode yang sama.

Dari eksternal, rebound indeks-indeks Wall Street berlanjut pada perdagangan Rabu (12/1/2022) lalu. Nasdaq mencatatkan penguatan selama tiga hari berturut-turut.

Padahal, inflasi di AS naik dari 6,8 persen (yoy) pada November 2021 ke 7 persen (yoy) pada Desember, level tertinggi sejak 1982. Meski demikian, kenaikan tersebut sejalan dengan proyeksi pasar.

Terkait data tersebut, Gubernur The Fed Jerome Powell menyampaikan keyakinannya bahwa inflasi akan mereda pada 2022, sejalan dengan normalisasi rantai pasok global.

Presiden European Central Bank (ECB) Christine Lagarde juga menyampaikan pernyataan yang menenangkan pasar, yaitu menegaskan komitmen ECB dalam menjaga atau mengupayakan stabilitas harga. Merespon hal itu, penguatan mayoritas indeks di Eropa berlanjut pada perdagangan Rabu (12/1/2022).

Selain arah kebijakan moneter, perhatian lain pelaku pasar adalah kepada perkembangan pandemi COVID-19. Terbaru, Organisasi Kesehatan Dunia (WHO) melaporkan kenaikan kasus baru COVID-19 sebesar 55 persen di seluruh dunia pada pekan lalu (3-9 Januari 2022). Sementara AS mencatatkan kenaikan kasus baru COVID-19 sebesar 73 persen pada periode yang sama.

Bursa saham regional Asia pagi ini antara lain indeks Nikkei melemah 276,44 poin atau 0,96 persen ke 28.489,22, indeks Hang Seng naik 36,99 poin atau 0,15 persen ke 24.439,16, dan indeks Straits Times terkoreksi 0,57 atau 0,02 persen ke 3.255,55.





support",https://tirto.id/ihsg-hari-ini-dibuka-menguat-seiring-indeks-saham-wall-street-gnCR
Garuda Indonesia Layani Penerbangan Umrah Mulai 12 Januari 2022,,"['Selfie Miftahul Jannah', 'Https', 'Www.Facebook.Com Tirtoid']","Maskapai Garuda Indonesia pada hari ini, Rabu (12/1/2022) kembali melayani penerbangan umrah bagi jemaah Indonesia.",https://tirto.id/garuda-indonesia-layani-penerbangan-umrah-mulai-12-januari-2022-gnBa
"Menteri ESDM: Tanpa Dihapus, Premium Lama-lama Hilang Sendiri",,"['Selfie Miftahul Jannah', 'Https', 'Www.Facebook.Com Tirtoid']","Menteri ESDM menilai tanpa dihapus keberadaannya, BBM jenis premium akan ditinggalkan konsumen dan menghilang dengan sendirinya.",https://tirto.id/menteri-esdm-tanpa-dihapus-premium-lama-lama-hilang-sendiri-gnA9
Daftar Bank Penyalur KPR Subsidi Tahun 2022 Mitra BP Tapera,,"['Addi M Idhom', 'Https', 'Www.Facebook.Com Tirtoid']",Daftar bank penyalur KPR subsidi 2022 yang sudah resmi menjadi mitra BP Tapera dalam pengucuran dana FLPP bisa dicermati di artikel berikut ini.,https://tirto.id/daftar-bank-penyalur-kpr-subsidi-tahun-2022-mitra-bp-tapera-gnAU
KemenESDM: Keran Ekspor Batu Bara Dibuka jika Pasokan ke PLN Aman,,"['Selfie Miftahul Jannah', 'Https', 'Www.Facebook.Com Tirtoid']",Menteri ESDM Arifin Tasrif mengatakan akan kembali membuka keran ekspor batu bara jika PT PLN (Persero) pasokan batu bara sudah aman.,https://tirto.id/kemenesdm-keran-ekspor-batu-bara-dibuka-jika-pasokan-ke-pln-aman-gnA7
"Didominasi Batubara, Volume Angkutan Barang KAI Naik 12% pada 2021",,"['Selfie Miftahul Jannah', 'Https', 'Www.Facebook.Com Tirtoid']",160 Ribu Orang Gunakan Kereta Jarak Jauh saat Libur Tahun Baru 2022,https://tirto.id/didominasi-batubara-volume-angkutan-barang-kai-naik-12-pada-2021-gnAx
Mitsubishi Pamer 7 Model Mobil Listrik di Tokyo Auto Salon 2022,,"['Yandri Daniel Damaledo', 'Https', 'Www.Facebook.Com Tirtoid']","Tinggi Permukaan Air Pompa Pasar Ikan Capai 206 cm Status Siaga 2, Per 15 Januari 2022 Pukul 08:00 WIB",https://tirto.id/mitsubishi-pamer-7-model-mobil-listrik-di-tokyo-auto-salon-2022-gnAi
"Mendag Pastikan 1,2 Miliar Liter Minyak Goreng Disalurkan Pekan Ini",,"['Https', 'Www.Facebook.Com Tirtoid']","Penyaluran 1,2 miliar liter minyak goreng kemasan sederhana akan dilakukan mulai pekan ini guna menjaga stabilitas harga minyak goreng yang tengah melonjak.",https://tirto.id/mendag-pastikan-12-miliar-liter-minyak-goreng-disalurkan-pekan-ini-gnAf
Kemenhub Belum Izinkan Kapal Batu Bara Berlayar untuk Ekspor,,"['Selfie Miftahul Jannah', 'Https', 'Www.Facebook.Com Tirtoid']",Kementerian Perhubungan belum mencabut surat larangan pengapalan ekspor muatan batu bara kendati keran ekspor kembali dibuka pekan ini.,https://tirto.id/kemenhub-belum-izinkan-kapal-batu-bara-berlayar-untuk-ekspor-gnAa
Bagaimana Cara Lapor Pajak UMKM Melalui DJP Online?,,"['Chyntia Dyah Rahmadhani', 'Https', 'Www.Facebook.Com Tirtoid']",NIK Jadi NPWP di UU HPP: Apakah Semua Orang Harus Dikenai Pajak?,https://tirto.id/bagaimana-cara-lapor-pajak-umkm-melalui-djp-online-gnzs
"Amankan Pasokan, PLN Kembangkan Aplikasi Digital Cek Stok Batu Bara",,"['Selfie Miftahul Jannah', 'Https', 'Www.Facebook.Com Tirtoid']",PLN mengembangkan aplikasi digital sebagai upaya menjaga ketahanan batu bara agar krisis energi primer pada PLTU tidak terulang kembali.,https://tirto.id/amankan-pasokan-pln-kembangkan-aplikasi-digital-cek-stok-batu-bara-gnzN
PT PLN Siap Jalankan Keputusan Pemerintah Bubarkan PLN Batubara,,"['Selfie Miftahul Jannah', 'Https', 'Www.Facebook.Com Tirtoid']","Indonesia, Klausul Ketiga & Keinginan untuk Tak Bangun PLTU Baru",https://tirto.id/pt-pln-siap-jalankan-keputusan-pemerintah-bubarkan-pln-batubara-gnzE
Harga Emas Hari Ini 12 Januari 2022 Melonjak Rp6.000,,"['Versatile Holiday Lado', 'Https', 'Www.Facebook.Com Tirtoid']",Update harga emas 24 karat hari ini 12 Januari 2022 yang melonjak hingga Rp6.000 menjadi Rp940.000 per gram.,https://tirto.id/harga-emas-hari-ini-12-januari-2022-melonjak-rp6000-gnzf
Data Harga Jual Emas Perhiasan Semar 12 Januari 2022 dan Koleksinya,,"['Yantina Debora', 'Https', 'Www.Facebook.Com Tirtoid']",Data terbaru untuk harga 1 gram emas perhiasan Semar Nusantara 12 Januari 2022 dan daftar koleksi terbaru di toko emas ini.,https://tirto.id/data-harga-jual-emas-perhiasan-semar-12-januari-2022-dan-koleksinya-gnzp
DPR Khawatir Pencabutan Izin Tambang Jadi Bancakan Oligarki,,"['Alfian Putra Abdi', 'Https', 'Www.Facebook.Com Tirtoid']","Anggota Komisi V DPR RI dari Fraksi Demokrat, Irwan Fecho menilai upaya pemerintah mencabut izin pertambangan tidak cukup. Pemerintah perlu menerbitkan moratorium perizinan di lahan dan kawasan tersebut.





""Jangan sampai izin itu dicabut, hanya jadi bancakan para oligarki di sekeliling istana. Itu sih namanya sami mawon, keluar dari kandang buaya masuk kandang singa,"" ujarnya kepada wartawan, Selasa (11/1/2022).







Ia menyarankan agar pemerintah melakukan evaluasi pengelolaan lahan dan tanah, serta memetakan jatah untuk negara dan jatah untuk kepentingan masyarakat. Sembari menunggu perbaikan UU Cipta Kerja sebagaimana mandat keputusan Mahkamah Konstitusi.



""Pemerintah tidak perlu terburu-buru berikan izin pengelolaan baru terhadap lahan dan kawasan hutan hasil pencabutan itu,"" ujarnya.





Sebelumnya pemerintah melalui Menteri Investasi Bahlil Lahadalia sudah mencabut 19 Izin Usaha Pertambangan (IUP) dari total target 2.087 IUP yang akan dicabut.





Adapun total perizinan yang akan dicabut, antara lain 2.087 IUP dengan total luas lahan 3.201.046 hektare dan adanya tambahan sebanyak 19 IUP, sehingga total menjadi 2.097 IUP, 192 izin sektor kehutanan (IPPKH, HPH, HTI) dengan total luas 3.126.439 hektare, dan HGU Perkebunan dengan total luas 34.448 hektare.





19 surat pencabutan IUP yang sudah ditandatangani untuk dicabut izinnya terdiri dari 13 IUP Operasi Produksi Mineral Logam dan 6 IUP Operasi Produksi Batu Bara, yang mayoritas berlokasi di luar pulau Jawa. Pemilik IUP Mineral Logam berlokasi di Banten, Kalimantan Barat, Kalimantan Utara, Nusa Tenggara Barat, Papua Barat, Sulawesi Selatan, Sulawesi Tengah, dan Sulawesi Tenggara. Sementara pemegang IUP Operasi Produksi Batu Bara berlokasi izin di Kalimantan Selatan, Jambi, Sumatera Barat, dan Sumatera Selatan.





“Ini bentuk penataan yang dilakukan oleh pemerintah untuk kita distribusi kepada pelaku usaha di daerah yang memiliki kompetensi. Kita tidak mau izin-izin yang kita berikan itu hanya jadi kertas di bawah bantal atau dibawa lagi untuk mencari investor yang pada akhirnya tidak bisa terealisasi,” jelas dia dalam keterangan resmi, Senin (11/1/2022).",https://tirto.id/dpr-khawatir-pencabutan-izin-tambang-jadi-bancakan-oligarki-gnx2
Erick Thohir Berencana Hapus PLN Batubara,,"['Selfie Miftahul Jannah', 'Https', 'Www.Facebook.Com Tirtoid']","Menteri Badan Usaha Milik Negara (BUMN) Erick Thohir berencana menghapus anak usaha PLN taitu PT PLN Batubara.



Rencana tersebut merupakan salah satu transformasi yang dilakukan Kementerian BUMN, untuk memangkas beberapa anak cucu usaha BUMN yang tidak produktif.







“Jadi, PLN Batubara ini kan anak perusahaan yang kalau sesuai visi ke depan dari Kementerian BUMN, selalu ingin kita kurangi jumlah anak dan cucu perusahaan, apalagi yang tidak diperlukan,” jelas Erick dalam keterangan resmi yang dikutip Tirto, Selasa (11/1/2022).



Rencana tersebut sudah disampaikan Erick pada 6 Januari 2022 tepatnya saat Kementerian BUMN memutuskan untuk memberhentikan Rudy Hendra Prastowo sebagai Direktur Energi Primer PT PLN (Persero). Ke depan, Erick juga berencana untuk membentuk sub holding pelayanan dan retail di PLN. Sub

holding ini berfungsi untuk memperbaiki pelayanan kepada masyarakat.





""Ini salah satu yang kita tinjau [PT PLN Batubara], apakah perusahaan ini akan dimerger nantinya dengan PLN, atau ditutup atau apapun,

belum kita putuskan,"" jelas dia.





Rencana Erick yang disampaikan pada pekan lalu ini juga kembali dibahas oleh Menteri Koordinator Bidang Investasi dan Maritim Luhut Bisar Pandjaitan. Ia menjelaskan akan mengubah skema pembelian batu bara skema Cost, Insurance and Freight (CIF) atau beli batu bara dengan harga sampai di tempat.





Skema pembelian tidak akan lagi menggunakan Free on Board (FOB), atau beli batu bara di lokasi tambang. Maka dari itu kata dia, kehadiran PLN Batubara yang merupakan anak usaha PT PLN (Persero) tidak diperlukan lagi.





""Tidak ada batubara lewat PLN. Enggak ada, PLN Batubara kita minta dibubarin ya,"" jelas dia kepada wartawan Senin (10/1/2021).





Langkah perubahan skema ini dilakukan sebagai buntut dari PT PLN Batubara tidak bisa menjalankan tugasnya dengan baik. Luhut menyebut, pihak PT PLN Batubara sering kali membeli suplai dari trader yang bahkan tidak memiliki pertambangan.





Agar kasus kekurangan stok batubara yang saat ini dialami PLN tidak terulang, maka pemerintah mengubah skema pembelian. Kemudian pemerintah pun akan membentuk Badan Layanan Umum (BLU) yang bakal menyediakan pasokan untuk PLN.





""Nanti BLU yang bayar pada PLN. Sehingga PLN membeli secara market price. Jadi tidak ada lagi mekanisme pasar terganggu lagi,"" tandas dia.





Sementara itu Tirto sudah berupaya menghubungi pihak PLN melalui Executive Vice President Komunikasi Korporat dan TJSL PLN Agung Murdifi, namun tanggapan mengenai adanya rencana pembubaran anak usaha belum direspons hingga siang ini.",https://tirto.id/erick-thohir-berencana-hapus-pln-batubara-gnxv
